iter	Logloss
136	0.4938899564
137	0.4938899508
138	0.493845274
139	0.4938099774
140	0.4938098792
141	0.4936848837
142	0.4935633405
143	0.493563267
144	0.4929701822
145	0.4928617888
146	0.4926212329
147	0.4924099482
148	0.4923275228
149	0.4922551694
150	0.4917340963
151	0.4915344573
152	0.4914376851
153	0.4910829482
154	0.4909405245
155	0.4906137592
156	0.4902561525
157	0.4902319417
158	0.4896205631
159	0.4893767961
160	0.4892408666
161	0.4891770619
162	0.4889237046
163	0.4887554369
164	0.488394738
165	0.4881803958
166	0.4881473441
167	0.4879948859
168	0.4879265422
169	0.4875967071
170	0.4875485386
171	0.4875352283
172	0.4874913153
173	0.4874912705
174	0.4874507703
175	0.4873167094
176	0.4872284709
177	0.4871246473
178	0.4870924428
179	0.486900736
180	0.4868277928
181	0.4866865193
182	0.4865195461
183	0.4864164077
184	0.4862717683
185	0.4862387961
186	0.4861636783
187	0.4854181135
188	0.485341719
189	0.4853052636
190	0.4851984456
191	0.4845244257
192	0.4840540846
193	0.4838820929
194	0.4836838034
195	0.4836363581
196	0.483530095
197	0.4834727915
198	0.4834165112
199	0.4833532293
200	0.4832065112
201	0.4830969008
202	0.483031997
203	0.4829273236
204	0.482468263
205	0.4823485468
206	0.4821768463
207	0.4819171483
208	0.4817641382
209	0.4816076711
210	0.4813700683
211	0.4813334141
212	0.4812548802
213	0.4810739168
214	0.4808317793
215	0.4806489563
216	0.4805035228
217	0.4804433948
218	0.4802586329
219	0.4801210134
220	0.4801057184
221	0.4799777261
222	0.4797713509
223	0.479617561
224	0.4792917154
225	0.4791675743
226	0.4790243353
227	0.4788505262
228	0.4787363464
229	0.4786365975
230	0.4784264128
231	0.4780950649
232	0.4778645974
233	0.477641515
234	0.4773955176
235	0.4771435506
236	0.4770029992
237	0.4768312142
238	0.4767366324
239	0.476592186
240	0.4763907951
241	0.4761379274
242	0.4760011398
243	0.4758666224
244	0.475694421
245	0.4754873402
246	0.4753117717
247	0.4750427501
248	0.4748603803
249	0.4747502118
250	0.4743298771
251	0.4741806364
252	0.4740269821
253	0.4731995659
254	0.4728602007
255	0.4726925783
256	0.4725506618
257	0.472254398
258	0.4720547755
259	0.4719186102
260	0.4718187477
261	0.4715890001
262	0.4714327201
263	0.4712340068
264	0.4710671262
265	0.4708573815
266	0.470728107
267	0.4706027211
268	0.4704360484
269	0.4703867731
270	0.4701556977
271	0.4699935165
272	0.4698177845
273	0.4696985201
274	0.4693854392
275	0.469250832
276	0.4690199512
277	0.4688339111
278	0.4687587221
279	0.4685671289
280	0.4684448376
281	0.4677918168
282	0.4676314486
283	0.4674686057
284	0.467336775
285	0.4670800259
286	0.4669306737
287	0.4667652029
288	0.4666441817
289	0.4664884113
290	0.46639737
291	0.4661056405
292	0.4656461201
293	0.465484063
294	0.4652475467
295	0.4649838492
296	0.4648135623
297	0.4646336494
298	0.4642371445
299	0.4642122424
300	0.4639973362
301	0.4638350825
302	0.4635506272
303	0.4633905636
304	0.463202679
305	0.4629223099
306	0.4628188476
307	0.4624944607
308	0.46239663
309	0.4621766967
310	0.4619872365
311	0.4617280723
312	0.4615063355
313	0.4612425434
314	0.4610858974
315	0.4610225832
316	0.4607796789
317	0.4606613924
318	0.4604648833
319	0.4603012114
320	0.4601100926
321	0.4600836583
322	0.4598409749
323	0.4596725081
324	0.4593539297
325	0.4592654592
326	0.4591164488
327	0.4588763331
328	0.4587655017
329	0.4587152107
330	0.4585093714
331	0.4583391527
332	0.4579400487
333	0.4576856552
334	0.4574151826
335	0.4572907788
336	0.4571092725
337	0.4569766458
338	0.4566853613
339	0.4563202319
340	0.456203043
341	0.4560984671
342	0.455659953
343	0.455593639
344	0.4553119963
345	0.4551869793
346	0.4550294788
347	0.4549140506
348	0.4548869247
349	0.4547532337
350	0.4545874488
351	0.4544865421
352	0.4543100601
353	0.4541988534
354	0.4540996523
355	0.4539418688
356	0.4538848725
357	0.4537876838
358	0.453713615
359	0.4536332751
360	0.4535685293
361	0.4532351049
362	0.4531025317
363	0.4528873774
364	0.4527148314
365	0.4525957251
366	0.4525144985
367	0.4522071414
368	0.4519703941
369	0.4517963964
370	0.4516361517
371	0.4514489262
372	0.4511457953
373	0.4509507867
374	0.4508677961
375	0.4507153741
376	0.4506659573
377	0.4505589904
378	0.4504049287
379	0.4502145885
380	0.450023146
381	0.4499231811
382	0.4497289011
383	0.4495525096
384	0.4495257646
385	0.449424622
386	0.4493438563
387	0.4493209258
388	0.449160105
389	0.4490130972
390	0.4488936338
391	0.4487151028
392	0.4485863785
393	0.4485013303
394	0.4483061215
395	0.4482084782
396	0.4479708292
397	0.447740364
398	0.4475929951
399	0.4473062123
400	0.4471462374
401	0.4470243124
402	0.4469311588
403	0.4468538822
404	0.4466703205
405	0.4466334447
406	0.4465314981
407	0.4464392068
408	0.4462786371
409	0.4462279274
410	0.4461077853
411	0.4460075951
412	0.4459230038
413	0.4457940277
414	0.4455988657
415	0.4454425431
416	0.4452297677
417	0.4451004317
418	0.4449903313
419	0.4449103176
420	0.444808306
421	0.4445570507
422	0.4444187429
423	0.4442247326
424	0.4439471964
425	0.443816924
426	0.4436916597
427	0.443568087
428	0.4434853515
429	0.4433426322
430	0.4431981648
431	0.4431499796
432	0.4429799983
433	0.4428355846
434	0.4425783617
435	0.4424724242
436	0.4423186376
437	0.4422644504
438	0.4420897323
439	0.4419730179
440	0.4418306879
441	0.4417116432
442	0.4416058892
443	0.4414859422
444	0.441238923
445	0.4410127845
446	0.4409337407
447	0.4408451545
448	0.4407547705
449	0.4407043356
450	0.4403138333
451	0.4402474861
452	0.4401475634
453	0.4399391646
454	0.439781366
455	0.4396232327
456	0.4395627515
457	0.4394366143
458	0.4394034799
459	0.4393479062
460	0.4392456501
461	0.4390743971
462	0.4389234719
463	0.4388275447
464	0.4387228631
465	0.4386519413
466	0.4384341228
467	0.4383089979
468	0.4381409474
469	0.4378641808
470	0.4375849642
471	0.4374971529
472	0.4373782868
473	0.4373403532
474	0.4370875632
475	0.4370159324
476	0.436914347
477	0.4367644466
478	0.4365401094
479	0.4364963015
480	0.4363042565
481	0.4362082962
482	0.4361304454
483	0.4359589945
484	0.4356461851
485	0.4355733453
486	0.4354673683
487	0.4352421761
488	0.4351443522
489	0.4350433374
490	0.4348970346
491	0.4347328075
492	0.4345515329
493	0.4344493714
494	0.4341525169
495	0.4339853362
496	0.433777288
497	0.4336613878
498	0.4334804581
499	0.4334060595
500	0.4332924201
501	0.4332081766
502	0.4331241314
503	0.4330095117
504	0.4328809463
505	0.4328018724
506	0.4326944733
507	0.4326181552
508	0.4324181203
509	0.4322711575
510	0.4320994674
511	0.4319575958
512	0.4316544211
513	0.4315708356
514	0.4314325019
515	0.4312001296
516	0.4311352673
517	0.4310666588
518	0.4310046566
519	0.4306982728
520	0.4305851151
521	0.4305321221
522	0.4303811837
523	0.4302935081
524	0.4301712836
525	0.4300519166
526	0.4299670245
527	0.4298359017
528	0.4297919046
529	0.4297543113
530	0.4296580188
531	0.4296077386
532	0.4295572446
533	0.4294532412
534	0.4292692092
535	0.4291021789
536	0.4289575594
537	0.4288229827
538	0.4287574289
539	0.4286597309
540	0.4286009522
541	0.4283855201
542	0.4282757872
543	0.4281134395
544	0.4279529002
545	0.4278219455
546	0.4275794497
547	0.4275191684
548	0.427340427
549	0.4272749753
550	0.4272017596
551	0.4271127212
552	0.4269653669
553	0.4268751376
554	0.4266926532
555	0.4265089443
556	0.426381085
557	0.4262544809
558	0.4261972937
559	0.4259631036
560	0.4258245165
561	0.425742226
562	0.4255709737
563	0.4254846211
564	0.4253569732
565	0.425188414
566	0.4251096783
567	0.4249497215
568	0.4249051314
569	0.424845631
570	0.424761769
571	0.4247081599
572	0.4245442363
573	0.4243554515
574	0.4241536159
575	0.4239828381
576	0.4238632012
577	0.423822011
578	0.4235485386
579	0.4234686354
580	0.423329635
581	0.4232710688
582	0.4231683916
583	0.4230728096
584	0.4229663978
585	0.4228925565
586	0.4227456984
587	0.4226609275
588	0.4225851032
589	0.422381786
590	0.422175635
591	0.4221079802
592	0.4219145686
593	0.4218055286
594	0.4216058956
595	0.4214901755
596	0.421434328
597	0.421301294
598	0.4211861951
599	0.421102981
600	0.4208651714
601	0.4208147446
602	0.4206761437
603	0.4206356783
604	0.4205820858
605	0.4204575613
606	0.4202854672
607	0.4201779711
608	0.4200665597
609	0.419931426
610	0.4198496125
611	0.4197272527
612	0.4195932292
613	0.4195209097
614	0.419430791
615	0.4193445731
616	0.419221565
617	0.419146099
618	0.4190475546
619	0.4187825338
620	0.4186608618
621	0.4185659512
622	0.418485231
623	0.4183306812
624	0.4182277467
625	0.4181221395
626	0.4180344937
627	0.4179624109
628	0.4178924746
629	0.4177503758
630	0.4176720126
631	0.4176189839
632	0.4175226302
633	0.417462228
634	0.417459683
635	0.4173241122
636	0.4172727235
637	0.4171934443
638	0.4170343186
639	0.4169620279
640	0.4169220622
641	0.4167275542
642	0.4164507981
643	0.4163828261
644	0.4163140938
645	0.4161986103
646	0.416122324
647	0.4160776278
648	0.4159827422
649	0.4158822384
650	0.4157004688
651	0.4155677117
652	0.4155595924
653	0.4154789651
654	0.4153113073
655	0.4150888787
656	0.4149443779
657	0.4148728908
658	0.4147074542
659	0.4145582171
660	0.4144773908
661	0.4143175379
662	0.4141929567
663	0.4140705538
664	0.413962197
665	0.4137993694
666	0.4137606192
667	0.4136984809
668	0.4135851714
669	0.4135433014
670	0.4133514421
671	0.4132501498
672	0.4131113196
673	0.4130225292
674	0.4130147959
675	0.4128533786
676	0.4126896012
677	0.4126470682
678	0.4125328899
679	0.4124776516
680	0.412392548
681	0.4122402722
682	0.4121226584
683	0.4120229523
684	0.4118631309
685	0.4117304129
686	0.4117158654
687	0.4116246732
688	0.4115389631
689	0.4113772712
690	0.4113005403
691	0.4112424398
692	0.4111220025
693	0.4109054201
694	0.4107300539
695	0.4106818844
696	0.4105925589
697	0.4105536191
698	0.4104002956
699	0.4102886207
700	0.4102253787
701	0.410153181
702	0.4101006148
703	0.4100732529
704	0.4098587653
705	0.4096782162
706	0.4096028209
707	0.4094758969
708	0.4094631143
709	0.4094259822
710	0.409313797
711	0.4092688342
712	0.4092008534
713	0.4091250538
714	0.4089845475
715	0.4088956674
716	0.408807839
717	0.4086203653
718	0.408463583
719	0.4083807446
720	0.4082700998
721	0.4082491317
722	0.4082067895
723	0.4080213916
724	0.407874595
725	0.4077990602
726	0.4077186562
727	0.4076757549
728	0.4075952654
729	0.4074756539
730	0.4074126891
731	0.407299902
732	0.4070843464
733	0.4068566811
734	0.406783764
735	0.4066695949
736	0.406551299
737	0.4064914712
738	0.4063590182
739	0.4061063773
740	0.4060371399
741	0.4058735342
742	0.4058132351
743	0.4057150823
744	0.4056127703
745	0.4055126763
746	0.405443634
747	0.4053371204
748	0.4052471246
749	0.4051194511
750	0.4050519345
751	0.4049156432
752	0.4048318893
753	0.404730371
754	0.4046423936
755	0.4045980377
756	0.4044698856
757	0.4043338097
758	0.4041269105
759	0.4039965518
760	0.4039475348
761	0.4039239372
762	0.4038180562
763	0.4037152195
764	0.4036181846
765	0.4035414903
766	0.403413495
767	0.4033039681
768	0.4032009426
769	0.403079981
770	0.4030442139
771	0.4028888299
772	0.4028520465
773	0.402714154
774	0.4026048925
775	0.4025662921
776	0.4024978075
777	0.4024487934
778	0.4023812309
779	0.4023333856
780	0.4021875201
781	0.4021861618
782	0.4021016855
783	0.4020173911
784	0.4019061764
785	0.4018455013
786	0.4017872442
787	0.4017180089
788	0.4016158662
789	0.4015431118
790	0.4014431375
791	0.401379165
792	0.4012889894
793	0.4011416293
794	0.4010811845
795	0.4009752482
796	0.4009198568
797	0.4008882093
798	0.4008434838
799	0.4007335878
